 ,Winter,Spring,Summer,Fall,Annual
0,0.0789061795892,0.120968248304,0.132909120791,0.0961117042906,0.0686482021764
1,0.0902406326773,0.11801372066,0.135582942824,0.120976074601,0.0861760397111
2,0.282502534823,0.197117786774,0.158424857888,0.0988677295105,0.166591598992
3,0.071174706759,0.184705465043,0.204062948797,nan,0.0947264767238
4,0.205726693382,0.200779481436,0.190025149244,0.268678278204,0.14003303643
5,0.137065565829,0.189017319407,0.2218353215,0.347939414707,0.0962781164548
6,0.0633249325018,0.18093390545,0.257689932023,0.233441238376,0.129474835736
7,0.144833263968,0.230873644553,0.241035893151,0.654479968434,0.215284699924
8,0.203109328795,0.481076547887,0.255744322015,0.298255154654,0.204530285032
9,0.459173600061,0.254069688691,0.249138811694,0.43961226496,0.229490290335
10,0.0669400483428,0.222362725139,0.181022286442,0.199073632055,0.0894142789181
11,0.0711012809703,0.154257505415,0.0914406612346,0.0749641273726,0.0590283721099
12,0.136365197408,0.14385168786,0.183554621463,0.188298242033,0.0807086179123
13,0.710334038463,0.476729518365,0.324217702306,0.258696303667,0.226032860507
14,0.0935876329573,0.0882652414962,0.134757988069,0.269370413793,0.0200628596051
15,0.192387805348,0.173929161336,0.198568212428,0.203908267636,0.123834300511
