7/17/2015,5,0,0,0,0,0,0.037556426,0.016782984,0.001461822,0,0.225923961,0,0.055683485,92.95189656,37.7736832,6.177337867,7/17/2015,,,7/16/2015,4,7/17/2015,5,,,,,,
7/20/2015,1,0,0,0,0.003694431,0.002411995,0.002094756,0.021644994,0,0.013848406,0.036540017,0.007324768,0.037092624,22.97420677,12.77735114,5.949351291,7/20/2015,,,11/16/2015,1,11/17/2015,2,,,,,,
7/23/2015,4,0.000191755,0,0,0.003830696,0.003181478,0.001941697,0.024244626,0.000383882,0.017476865,0.01005134,0.011958521,0.042820765,40.04193257,18.58788426,4.024617567,7/23/2015,,,12/1/2015,2,12/2/2015,3,,delete,12/1/2015,2,12/5/2015,6
7/26/2015,7,0,0.131219031,0,0.000746303,0.002005327,0.03642307,0.044833524,0.001794146,0,0.154539299,0,0.109964833,134.6676044,56.63158339,15.83524268,7/26/2015,,,,,,,,from ,after,,,
7/29/2015,3,0.002097763,0.259514994,3.51757715,0.017573815,0.035116349,0.70620699,0.580820315,0.005679599,0.093671179,1.236187133,0.121726407,0.206098124,86.77112634,45.98419283,2.460142334,7/29/2015,,,,,,,,add,12/2/2015,3,12/5/2015,6
8/1/2015,6,0,0.090041547,0,0,0,0,0.011642261,0.001315253,0,0,0,0.03778294,23.15903508,7.392629599,10.97942206,8/1/2015,,,,,,,,to ,before,,,
8/7/2015,5,0,0.039229283,0.16457611,0,0,0.0019864,0.027183904,0.001691253,0,0.025996974,0,0.029924918,26.02201772,5.250980191,27.34501839,8/7/2015,,,,,,,,,,,,
8/10/2015,1,0,0,0.023690413,0,0,0.003529916,0.011577552,0.001611733,0,0.058213858,0,0.02052789,25.73657688,5.893289254,32.29768962,8/10/2015,,,,,,,,,,,,
8/13/2015,4,0,0.316129805,0.19867723,0,0.000947031,0.055162337,0.037178689,0.001666312,0,0.097912325,0,0.048361354,139.3940364,32.99640579,67.8707839,8/13/2015,,,,,,,,,,,,
8/16/2015,7,0,0,0,0.000802127,0.000985756,0.005277646,0,0,0,0,0,0,158.8043768,46.69940261,74.77641219,8/16/2015,,,,,,,,,,,,
8/19/2015,3,0.000246388,0.189975697,0.853015968,0.004606714,0.0025704,0.011028778,0.27613746,0.00196415,0.004092208,0.006348391,0.009930245,0.04249986,37.70205537,8.401828717,32.19651852,8/19/2015,,,,,,,,,,,,
8/22/2015,6,0.000521528,0.106110522,0.421202397,0,0.000475468,0,0,0.0003356,0,0,0,0,45.68137483,8.356829449,32.19639923,8/22/2015,,,,,,,,,,,,
8/25/2015,2,0,0.309189245,0,0.001242742,0.003346895,0.085057575,0.039160178,0.001668444,0,0.204402406,0,0.116626422,90.73536136,20.71107514,71.68748071,8/25/2015,,,,,,,,,,,,
8/28/2015,5,0,0.129797075,0,0,0.002153396,0.029522768,0.014022519,0.001651155,0,0.12527054,0,0.067939093,46.41190287,9.612885854,42.61136993,8/28/2015,,,,,,,,,,,,
8/31/2015,1,0,0.380724153,0,0,0,0,0.021919568,0.001616399,0,0,0.00694933,0.022686773,40.78043377,8.99355849,48.57651904,8/31/2015,,,,,,,,,,,,
9/3/2015,4,0,0,0,0,0.001345596,0.045555983,0.019040858,0.001316237,0,0.053938374,0,0.033728097,69.46550963,19.95013889,38.772594,9/3/2015,,,,,,,,,,,,
9/6/2015,7,0,0.135389703,0.425702944,0,0.004807174,0.201524904,0.146780097,0.002337013,0,0.15378545,0.01669501,0.119867897,246.3947922,75.7479396,81.55572105,9/6/2015,,,,,,,,,,,,
