 ,Winter,Spring,Summer,Fall,Annual
0,0.0786270128017,0.0377112330842,0.0884230868769,0.0594954145799,0.0669592459509
1,0.089232230326,0.0847002108935,0.0523394377832,0.0690692405905,0.0632665078616
2,0.306693390892,0.154068524213,0.153394571178,0.131102585686,0.185425146389
3,0.215292250955,0.273542442568,0.264063167838,0.144895462601,0.0384703397449
4,0.428501515874,0.280621208126,0.547920551468,0.437130160981,0.167172334382
5,0.59736322237,0.639787555482,0.0955535612028,0.284979754548,0.0969216701191
6,0.104251521354,0.225705774563,0.271161988361,0.280470554053,0.0928492980757
7,0.397556853042,0.162844188729,0.118404248137,0.183197168368,0.0928088216504
8,0.191223782721,0.185731576599,0.0992864261771,0.100585617688,0.0918125294768
9,0.973605237959,0.201725806787,0.244138338595,0.287579216859,0.707959636695
10,0.250082034538,0.192774611636,0.232273884479,0.17574601853,0.0815355487541
11,0.141526639824,0.132420802711,0.226218444005,0.238478839784,0.0985233177103
12,0.325071333686,0.501356892324,0.138834702059,0.53143669968,0.209480908626
13,0.804395663194,0.414571948531,0.266647464833,0.357092554367,0.410529588785
14,0.170900768327,0.211941602769,0.175839441242,0.184491184033,0.0680601408103
15,0.113882292994,0.452533954663,0.13760959956,0.167528080935,0.0692135066329
