 ,Winter,Spring,Summer,Fall,Annual
0,0.0733701190838,0.188611712113,0.262782675748,nan,0.0833405993951
1,0.39632872619,0.225063473353,0.200818269421,0.256234171005,0.145324593553
2,0.383302922778,0.121302419568,0.247191242924,0.313463450536,0.0951629875393
3,0.194845327134,0.170463989934,0.200322570102,0.175783605854,0.149014989652
4,0.170385749003,0.172895967588,0.252723573734,0.651948895919,0.202953082113
5,0.203381090355,0.419275745841,0.166812981013,0.274311464971,0.181780718547
6,0.457357787252,0.188778642392,0.707617997612,0.308647314508,0.361356471217
7,0.0614948884119,0.182902439351,0.328803011334,0.235809618132,0.103226731283
8,0.201897402791,0.154938958036,0.11920415997,0.0815121516811,0.095884414453
9,0.171036943029,0.149572263622,0.384966854584,0.204583273638,0.083521556404
10,0.702136046144,0.49640793254,0.601332427667,0.244022126495,0.27893353499
11,0.0943853046436,0.100172286955,0.210552469902,0.20576969032,0.034752823146
12,0.166954510501,0.146470496499,0.201767642072,0.20008443141,0.103050335943
13,0.0848169968483,0.125167932556,0.109598105599,0.0687566003644,0.0486279883843
14,0.0972351821376,0.121392543838,0.0948652626297,0.0813426355223,0.056739044344
15,0.17119402662,0.149703704453,0.130745240312,0.110154296356,0.122004408773
