 ,Winter,Spring,Summer,Fall,Annual
0,0.24376218017,0.273542442568,0.240219233315,0.108038631322,0.0500082531294
1,0.480202366683,0.280621208126,0.411263435444,0.36366404282,0.169884430212
2,0.630553119952,0.639787555482,0.0875343832353,0.282130068398,0.116063371938
3,0.101016340049,0.225705774563,0.252690823925,0.318831420866,0.112462672882
4,0.354938013943,0.162844188729,0.093835666583,0.215737720364,0.0905927962992
5,0.169132858679,0.185731576599,0.0894906695703,0.0939489754239,0.0936271277673
6,0.995308272139,0.201725806787,0.205881786907,0.247230373488,0.706849470417
7,0.256021488872,0.192774611636,0.216374039314,0.224617558253,0.128695298619
8,0.107208272519,0.132420802711,0.224490592536,0.255878714226,0.084701850709
9,0.326772943093,0.501356892324,0.167350957548,0.537990909773,0.136484824069
10,0.813760065039,0.414571948531,0.464869190221,0.324759610666,0.360182870015
11,0.134193127346,0.211941602769,0.139618947173,0.175073568873,0.0733858445335
12,0.138992506287,0.452533954663,0.164104848334,0.118245104878,0.0523578568838
13,0.05959237179,0.0335636340922,0.0334659266724,0.0730361580689,0.0410308996583
14,0.0604894290029,0.110603886274,0.103889678342,0.0760041091287,0.0120737981045
15,0.157104363121,0.119043389254,0.130726935141,0.118206855286,0.120694047681
